timestamp,bin,input,elapsed_sec,score
2026-03-14T16:06:27+0900,v005_hierarchical_relocate,tools/in/0000.txt,2,409462953
2026-03-14T16:06:29+0900,v005_hierarchical_relocate,tools/in/0001.txt,2,407492140
2026-03-14T16:06:31+0900,v005_hierarchical_relocate,tools/in/0002.txt,2,411473549
2026-03-14T16:06:33+0900,v005_hierarchical_relocate,tools/in/0003.txt,2,407735412
2026-03-14T16:06:35+0900,v005_hierarchical_relocate,tools/in/0004.txt,2,408569786
2026-03-14T16:06:36+0900,v005_hierarchical_relocate,tools/in/0005.txt,1,406405357
2026-03-14T16:06:38+0900,v005_hierarchical_relocate,tools/in/0006.txt,1,409186331
2026-03-14T16:06:40+0900,v005_hierarchical_relocate,tools/in/0007.txt,2,407081647
2026-03-14T16:06:42+0900,v005_hierarchical_relocate,tools/in/0008.txt,2,407199784
2026-03-14T16:06:44+0900,v005_hierarchical_relocate,tools/in/0009.txt,2,408972940
2026-03-14T16:06:46+0900,v005_hierarchical_relocate,tools/in/0010.txt,2,408195025
2026-03-14T16:06:48+0900,v005_hierarchical_relocate,tools/in/0011.txt,2,409987994
2026-03-14T16:06:50+0900,v005_hierarchical_relocate,tools/in/0012.txt,2,407333671
2026-03-14T16:06:52+0900,v005_hierarchical_relocate,tools/in/0013.txt,2,409290792
2026-03-14T16:06:54+0900,v005_hierarchical_relocate,tools/in/0014.txt,2,406919790
2026-03-14T16:06:56+0900,v005_hierarchical_relocate,tools/in/0015.txt,2,407781472
2026-03-14T16:06:58+0900,v005_hierarchical_relocate,tools/in/0016.txt,2,407610989
2026-03-14T16:07:00+0900,v005_hierarchical_relocate,tools/in/0017.txt,2,409143005
2026-03-14T16:07:02+0900,v005_hierarchical_relocate,tools/in/0018.txt,2,405909642
2026-03-14T16:07:04+0900,v005_hierarchical_relocate,tools/in/0019.txt,2,408878540
2026-03-14T16:07:06+0900,v005_hierarchical_relocate,tools/in/0020.txt,2,409010933
2026-03-14T16:07:07+0900,v005_hierarchical_relocate,tools/in/0021.txt,1,408419880
2026-03-14T16:07:09+0900,v005_hierarchical_relocate,tools/in/0022.txt,2,409073786
2026-03-14T16:07:11+0900,v005_hierarchical_relocate,tools/in/0023.txt,2,410075922
2026-03-14T16:07:13+0900,v005_hierarchical_relocate,tools/in/0024.txt,2,410882032
2026-03-14T16:07:15+0900,v005_hierarchical_relocate,tools/in/0025.txt,2,406089148
2026-03-14T16:07:17+0900,v005_hierarchical_relocate,tools/in/0026.txt,2,409042062
2026-03-14T16:07:19+0900,v005_hierarchical_relocate,tools/in/0027.txt,2,405720370
2026-03-14T16:07:21+0900,v005_hierarchical_relocate,tools/in/0028.txt,2,409538604
2026-03-14T16:07:23+0900,v005_hierarchical_relocate,tools/in/0029.txt,2,405381699
2026-03-14T16:07:25+0900,v005_hierarchical_relocate,tools/in/0030.txt,2,405574714
2026-03-14T16:07:27+0900,v005_hierarchical_relocate,tools/in/0031.txt,2,407431458
2026-03-14T16:07:29+0900,v005_hierarchical_relocate,tools/in/0032.txt,2,408504698
2026-03-14T16:07:31+0900,v005_hierarchical_relocate,tools/in/0033.txt,2,406316798
2026-03-14T16:07:33+0900,v005_hierarchical_relocate,tools/in/0034.txt,2,406698971
2026-03-14T16:07:35+0900,v005_hierarchical_relocate,tools/in/0035.txt,2,407292595
2026-03-14T16:07:37+0900,v005_hierarchical_relocate,tools/in/0036.txt,2,409203014
2026-03-14T16:07:39+0900,v005_hierarchical_relocate,tools/in/0037.txt,1,411076223
2026-03-14T16:07:40+0900,v005_hierarchical_relocate,tools/in/0038.txt,1,406525228
2026-03-14T16:07:42+0900,v005_hierarchical_relocate,tools/in/0039.txt,2,408739248
2026-03-14T16:07:44+0900,v005_hierarchical_relocate,tools/in/0040.txt,2,409326238
2026-03-14T16:07:46+0900,v005_hierarchical_relocate,tools/in/0041.txt,2,409258588
2026-03-14T16:07:48+0900,v005_hierarchical_relocate,tools/in/0042.txt,2,409555628
2026-03-14T16:07:50+0900,v005_hierarchical_relocate,tools/in/0043.txt,2,408447935
2026-03-14T16:07:52+0900,v005_hierarchical_relocate,tools/in/0044.txt,2,406337105
