bin,total_avg,total_sum,total_min,total_max,avg_elapsed,max_elapsed,eval_set,total_cases,label,executed_at
v183_add_v178_dense,198.67,198670,48,557,1502,1531,tools/val1,1000,v183_add_v178_dense_val1_j1,2026-06-05T13:45:26+09:00
v183_add_v178_dense,197.26,197260,45,579,1502,1535,tools/val2,1000,v183_add_v178_dense_val2_j1,2026-06-05T14:10:44+09:00
v184_val1_cv_selector,188.33,18833,56,499,1500,1522,tools/in,100,v184_val1_cv_selector_in_j1,2026-06-05T18:16:10+09:00
v184_val1_cv_selector,198.71,198705,48,559,1501,1531,tools/val1,1000,v184_val1_cv_selector_val1_j1,2026-06-05T18:18:52+09:00
v184_val1_cv_selector,197.22,197216,45,583,1502,1534,tools/val2,1000,v184_val1_cv_selector_val2_j1,2026-06-05T18:44:12+09:00
v185_shared_variant_selector,188.31,18831,56,505,1493,1513,tools/in,100,v185_shared_variant_selector_in_j1,2026-06-05T21:58:18+09:00
v185_shared_variant_selector,188.41,18841,56,502,1494,1514,tools/in,100,v185_shared_variant_selector_in_j1_after_sa_variant,2026-06-05T22:02:36+09:00
v185_shared_variant_selector,188.28,18828,56,504,1494,1513,tools/in,100,v185_shared_variant_selector_in_j1_final,2026-06-05T22:05:40+09:00
v186_sa_light_front_selector,188.33,18833,56,506,1496,1527,tools/in,100,v186_sa_light_front_in_j1,2026-06-05T22:38:48+09:00
v186_sa_light_front_selector,188.40,18840,56,504,1495,1518,tools/in,100,v186_sa_light_front_exact_in_j1,2026-06-05T23:04:13+09:00
v186_sa_light_front_selector,198.78,198778,48,558,1499,1601,tools/val1,1000,v186_sa_light_front_exact_val1_j1,2026-06-05T23:05:25+09:00
v186_sa_light_front_selector,188.33,18833,56,501,1494,1516,tools/in,100,v186_sa_light_front_insert_in_j1,2026-06-05T23:15:25+09:00
v186_sa_light_front_selector,198.75,198748,48,557,1497,1524,tools/val1,1000,v186_sa_light_front_insert_val1_j1,2026-06-05T23:16:25+09:00
v186_sa_light_front_selector,188.55,18855,56,506,1494,1516,tools/in,100,v186_sa_light_pool_order_in_j1,2026-06-05T23:45:38+09:00
v190_shared_variant_selector,188.31,18831,56,501,1497,1518,tools/in,100,v190_shared_variant_selector_in_j1,2026-06-06T00:02:56+09:00
v186_sa_light_front_selector,188.58,18858,56,504,1493,1513,tools/in,100,v186_sa_light_selector_front16in128_in_j1,2026-06-06T00:08:53+09:00
v186_sa_light_front_selector,188.41,18841,56,501,1493,1512,tools/in,100,v186_sa_light_selector_front8in96_in_j1,2026-06-06T00:12:05+09:00
v186_sa_light_front_selector,188.36,18836,56,505,1493,1514,tools/in,100,v186_sa_light_selector_tiebreak_in_j1,2026-06-06T00:19:50+09:00
v186_sa_light_front_selector,198.86,198858,48,559,1499,1551,tools/val1,1000,v186_sa_light_selector_tiebreak_val1,2026-06-06T00:22:58+09:00
v186_sa_light_front_selector,188.36,18836,56,505,1493,1514,tools/in,100,v186_reverted_current_sa_order_in_j1,2026-06-06T00:32:34+09:00
v190_shared_variant_selector,193.91,387822,51,685,1497,1526,tools/test2000,2000,test2000_v190_final_candidate,2026-06-06T00:52:59+09:00
v176_distance_power_initials,193.99,387980,51,685,1502,1534,tools/test2000,2000,test2000_v176_baseline,2026-06-06T01:43:08+09:00
v178_fast_sa_eval,193.88,387759,51,685,1497,1542,tools/test2000,2000,test2000_v178_fast,2026-06-06T02:33:27+09:00
v169_sa_mined_priority,194.20,388400,51,685,1499,1524,tools/test2000,2000,test2000_v169_specialist,2026-06-06T03:23:36+09:00
v170_diverse_sa_priority,194.23,388451,51,685,1498,1523,tools/test2000,2000,test2000_v170_diverse_specialist,2026-06-06T04:13:48+09:00
v165_power_pair_sort_priority,194.70,389398,51,923,1499,1527,tools/test2000,2000,test2000_v165_small_short,2026-06-06T05:03:59+09:00
v182_val1_rule_ensemble,194.01,388017,51,685,1501,1530,tools/test2000,2000,test2000_v182_rule_ensemble,2026-06-06T05:54:15+09:00
v186_sa_light_front_selector,193.93,387855,51,685,1494,1518,tools/test2000,2000,test2000_v186_sa_light_selector,2026-06-06T06:44:27+09:00
v178_fast_sa_eval,197.16,197161,45,577,1497,1525,tools/val2,1000,,2026-06-06T09:54:21+09:00
v187_fast_sa_eval,188.39,18839,56,505,1498,1522,tools/in,100,,2026-06-06T15:37:22+09:00
v187_fast_sa_eval,188.32,18832,56,505,1498,1518,tools/in,100,,2026-06-06T15:53:48+09:00
v187_fast_sa_eval,188.25,18825,56,507,1498,1534,tools/in,100,,2026-06-06T16:19:52+09:00
v187_fast_sa_eval,188.32,18832,56,504,1500,1523,tools/in,100,,2026-06-06T22:55:35+09:00
v187_fast_sa_eval,188.23,18823,56,501,1500,1576,tools/in,100,,2026-06-07T00:10:44+09:00
v188_fast_sa_eval,188.17,18817,56,505,1499,1526,tools/in,100,,2026-06-07T01:18:07+09:00
v188_fast_sa_eval,188.12,18812,56,505,1499,1520,tools/in,100,,2026-06-07T01:34:38+09:00
v188_fast_sa_eval,188.14,18814,56,503,1499,1550,tools/in,100,,2026-06-07T01:49:40+09:00
v188_fast_sa_eval,188.10,18810,56,504,1499,1536,tools/in,100,,2026-06-07T01:57:08+09:00
v188_fast_sa_eval,192.63,19263,56,517,1498,1524,tools/in,100,,2026-06-07T02:03:43+09:00
v188_fast_sa_eval,189.28,18928,56,505,1497,1517,tools/in,100,,2026-06-07T02:12:10+09:00
v188_fast_sa_eval,188.10,18810,56,505,1497,1518,tools/in,100,,2026-06-07T02:29:24+09:00
v188_2_fast_sa_eval,189.14,18914,56,504,1498,1527,tools/in,100,,2026-06-07T02:33:34+09:00
v188_fast_sa_eval,188.15,18815,56,505,1498,1557,tools/in,100,,2026-06-07T02:51:55+09:00
v188_fast_sa_eval,187.97,18797,56,505,1503,1526,tools/in,100,,2026-06-07T02:59:06+09:00
v188_fast_sa_eval,188.03,18803,56,504,1498,1523,tools/in,100,,2026-06-07T03:12:24+09:00
v189_fast_sa_eval,188.10,18810,56,505,1498,1517,tools/in,100,,2026-06-07T03:19:53+09:00
v189_fast_sa_eval,188.09,18809,56,501,1500,1557,tools/in,100,,2026-06-07T03:29:10+09:00
v189_fast_sa_eval,188.24,18824,56,505,1500,1542,tools/in,100,,2026-06-07T03:35:42+09:00
v189_fast_sa_eval,188.13,18813,56,505,1500,1570,tools/in,100,,2026-06-07T03:47:15+09:00
v189_fast_sa_eval,188.75,18875,56,505,1499,1525,tools/in,100,,2026-06-07T03:56:07+09:00
v189_fast_sa_eval,188.24,18824,56,505,1499,1566,tools/in,100,,2026-06-07T04:02:36+09:00
v189_fast_sa_eval,188.13,18813,56,505,1503,1569,tools/in,100,,2026-06-07T04:06:49+09:00
v189_fast_sa_eval,188.21,18821,56,505,1500,1527,tools/in,100,,2026-06-07T04:17:27+09:00
v188_fast_sa_eval,198.74,198738,48,556,1497,1526,tools/val1,1000,,2026-06-07T04:23:13+09:00
v188_fast_sa_eval,197.08,197077,45,585,1498,1523,tools/val2,1000,,2026-06-07T04:48:17+09:00
v188_fast_sa_eval,193.68,387357,51,685,1498,1526,tools/test2000,2000,,2026-06-07T05:13:21+09:00
v189_fast_sa_eval,198.64,198643,48,559,1498,1525,tools/val1,1000,,2026-06-07T06:03:26+09:00
v189_fast_sa_eval,197.08,197077,45,583,1498,1523,tools/val2,1000,,2026-06-07T06:28:31+09:00
v189_fast_sa_eval,193.73,387450,51,685,1498,1528,tools/test2000,2000,,2026-06-07T06:53:35+09:00
v189_fast_sa_eval,188.11,18811,56,503,1499,1518,tools/in,100,,2026-06-07T11:45:25+09:00
v189_fast_sa_eval,187.85,18785,56,501,1498,1524,tools/in,100,,2026-06-07T11:56:41+09:00
v191_fast_sa_eval,187.91,18791,56,504,1499,1523,tools/in,100,,2026-06-07T12:22:45+09:00
v191_fast_sa_eval,187.92,18792,56,505,1498,1531,tools/in,100,,2026-06-07T12:26:46+09:00
v191_fast_sa_eval,188.11,18811,56,505,1498,1519,tools/in,100,,2026-06-07T12:45:49+09:00
v191_fast_sa_eval,188.22,18822,56,504,1499,1525,tools/in,100,,2026-06-07T13:32:41+09:00
v191_fast_sa_eval,188.20,18820,56,504,1498,1519,tools/in,100,,2026-06-07T13:40:10+09:00
v191_fast_sa_eval,188.00,18800,56,505,1499,1523,tools/in,100,,2026-06-07T14:03:38+09:00
v191_fast_sa_eval,187.83,18783,56,501,1498,1554,tools/in,100,,2026-06-07T14:15:25+09:00
v192_fast_sa_eval,188.16,18816,56,505,1498,1521,tools/in,100,,2026-06-07T14:32:18+09:00
v193_fast_sa_eval,188.23,18823,56,505,1501,1639,tools/in,100,,2026-06-07T15:17:06+09:00
v193_fast_sa_eval,188.14,18814,56,505,1499,1524,tools/in,100,,2026-06-07T15:22:11+09:00
v191_fast_sa_eval,198.68,198684,48,558,1499,1611,tools/val1,1000,,2026-06-07T15:11:15+09:00
v193_fast_sa_eval,188.14,18814,56,506,1500,1523,tools/in,100,,2026-06-07T15:39:45+09:00
v191_fast_sa_eval,197.03,197029,45,578,1498,1523,tools/val2,1000,,2026-06-07T15:36:21+09:00
v194_fast_sa_eval,188.10,18810,56,503,1500,1520,tools/in,100,,2026-06-07T16:22:13+09:00
v191_fast_sa_eval,193.70,387396,51,685,1499,1621,tools/test2000,2000,,2026-06-07T16:01:25+09:00
v192_fast_sa_eval,198.67,198669,48,558,1498,1541,tools/val1,1000,,2026-06-07T16:57:25+09:00
v192_fast_sa_eval,197.10,197099,45,575,1499,1976,tools/val2,1000,,2026-06-07T17:22:29+09:00
v192_fast_sa_eval,193.74,387488,51,685,1498,1608,tools/test2000,2000,,2026-06-07T17:47:34+09:00
v193_fast_sa_eval,198.67,198670,48,561,1498,1523,tools/val1,1000,,2026-06-07T18:43:29+09:00
v193_fast_sa_eval,196.94,196942,45,582,1498,1692,tools/val2,1000,,2026-06-07T19:08:34+09:00
v193_fast_sa_eval,193.65,387299,51,685,1498,1577,tools/test2000,2000,,2026-06-07T19:33:38+09:00
v195_fast_sa_eval,198.71,198714,48,556,1498,1548,tools/val1,1000,,2026-06-07T20:32:36+09:00
v195_fast_sa_eval,196.95,196945,45,581,1498,1529,tools/val2,1000,,2026-06-07T20:57:40+09:00
v195_fast_sa_eval,193.63,387256,51,685,1498,1791,tools/test2000,2000,,2026-06-07T21:22:45+09:00
v196_fast_sa_eval,198.59,198591,48,557,1498,1797,tools/val1,1000,,2026-06-07T22:41:45+09:00
v196_fast_sa_eval,197.09,197093,45,581,1497,1537,tools/val2,1000,,2026-06-07T23:06:49+09:00
v196_fast_sa_eval,193.62,387247,51,685,1498,1526,tools/test2000,2000,,2026-06-07T23:31:53+09:00
v197_fast_sa_eval,188.01,18801,56,505,1498,1517,tools/in,100,,2026-06-08T01:26:44+09:00
v197_fast_sa_eval,198.57,198574,48,557,1498,1601,tools/val1,1000,,2026-06-08T01:31:29+09:00
v197_fast_sa_eval,196.95,196947,45,575,1498,1523,tools/val2,1000,,2026-06-08T01:56:33+09:00
v197_fast_sa_eval,193.61,387212,51,685,1498,1526,tools/test2000,2000,,2026-06-08T02:21:38+09:00
